No,Teks,Sentimen,Confidence
10081,"Tempatnya sejuk",Positif,99.30%
10082,"Sangat nyaman dan dingin",Netral,93.66%
10083,"",Netral,0.00%
10084,"Mesjid yg megah",Positif,91.07%
10085,"Nyaman indah dan bersih",Positif,99.49%
10086,"Bagus,nyaman,dan menarik:)",Positif,99.95%
10087,"",Netral,0.00%
10088,"fery god",Negatif,98.24%
10089,"masjid yang besar dan indah",Positif,99.89%
10090,"Mari berjamaah, serambi Mekkah",Positif,99.88%
10091,"Visited on: Wait time: …",Netral,99.94%
10092,"Masjid penuh Barokah 😁",Positif,99.97%
10093,"Mantap...",Positif,99.99%
10094,"Serasa di Mekah",Positif,93.88%
10095,"Masya Allah megah",Negatif,99.39%
10096,"Bagus dan orangnya ramah",Positif,99.83%
10097,"Alhamdulillah",Positif,99.97%
10098,"Mantap x",Positif,99.98%
10099,"Allahumma sholli 'ala sayyidina Muhammad",Netral,82.71%
10100,"Nyaman dan indah",Positif,99.78%
10101,"Damai berada disini",Positif,99.85%
10102,"",Netral,0.00%
10103,"Mesjid kebanggaan orang Aceh",Positif,99.89%
10104,"Wah ... luar biasa",Positif,99.98%
10105,"Tempat ibadah",Netral,99.79%
10106,"Wisata terfavorit di aceh",Netral,99.92%
10107,"Walaupun ramai, nyamanya luarbiasa",Positif,99.92%
10108,"",Netral,0.00%
10109,"Nyaman banget",Positif,99.39%
10110,"Nyaman aman dan tentram",Positif,98.53%
10111,"👍🏼👍🏼",Netral,74.44%
10112,"",Netral,0.00%
10113,"",Netral,0.00%
10114,"Mesjid kebanggan orang Aceh",Positif,99.73%
10115,"Masjidnya megah",Positif,99.97%
10116,"Nyaman dan megah",Positif,97.93%
10117,"Pernah mampir sholat",Netral,99.98%
10118,"Bersih dan indah",Positif,99.87%
10119,"Setiap tahun kmari...",Netral,99.97%
10120,"Tempat ibadah yang nyaman",Positif,99.94%
10121,"The beuty mosque in Indonesia..",Netral,99.97%
10122,"",Netral,0.00%
10123,"Great masjeed simbol of aceh..",Positif,99.97%
10124,"Luas dan bersih",Positif,98.48%
10125,"Ar-Rahman",Netral,96.74%
10126,"Serasa di madinah",Positif,60.94%
10127,"Mesjid yang terkeren di Indonesia",Netral,99.91%
10128,"Masjid yg indah dan megah",Positif,99.89%
10129,"Benar2 serambil mekah",Positif,98.12%
10130,"Ikon nya NAD",Netral,99.70%
10131,"Sudah sering,, indah banget",Positif,99.90%
10132,"Semga peraturannya ketatkan lagi",Positif,99.98%
10133,"",Netral,0.00%
10134,"Tak se indah dulu",Negatif,99.48%
10135,"pikiran adem selama dimesjid ini",Positif,81.94%
10136,"Mantuuul, mantaaap betuulll..",Positif,99.98%
10137,"Tempat ibadah yang bagus",Positif,99.98%
10138,"Tempat yg sangat islami",Positif,99.98%
10139,"Rumah all",Netral,98.13%
10140,"Serambi mekah, wajib kesini..",Netral,98.69%
10141,"",Netral,0.00%
10142,"",Netral,0.00%
10143,"Tempat terbaik di aceh",Positif,99.88%
10144,"Ikon Kota Banda Aceh",Positif,70.02%
10145,"👍👍👌",Netral,74.44%
10146,"",Netral,0.00%
10147,"",Netral,0.00%
10148,"Masjid yang sangat besar",Positif,92.60%
10149,"Alhamdulilahhh....",Positif,99.99%
10150,"Masjid kebanggaan orang aceh",Positif,99.96%
10151,"Luar biasa...",Positif,99.98%
10152,"Mesjid tua yang mengagumkan",Positif,99.92%
10153,"Keren dan bersih",Positif,99.95%
10154,"Wisata religi Warga Banda Aceh.",Netral,99.98%
10155,"",Netral,0.00%
10156,"Luar bias",Positif,99.76%
10157,"Mata ie",Netral,99.90%
10158,"Nyaman dan syahdu",Positif,78.68%
10159,"",Netral,0.00%
10160,"Tempat yang ku suka",Netral,89.79%
10161,"I love deh pokoknya💙😍",Positif,99.89%
10162,"Sejuk..nyaman",Netral,99.39%
10163,"Sangat indah dan nyaman",Positif,99.93%
10164,"tempat religious",Positif,97.80%
10165,"Tempat yang sangat cantik",Positif,99.96%
10166,"Di dalam masjid dingin",Netral,96.91%
10167,"Terbaik negri ku",Positif,99.97%
10168,"Masjid terbersar di aceh",Netral,98.73%
10169,"Serambi Makkah yg sebenarnya",Netral,99.38%
10170,"Baik dan bersih",Positif,99.51%
10171,"Selalu jadi pilihan",Netral,96.01%
10172,"Shalat sebelum dishalatkan",Netral,99.96%
10173,"😍😄",Netral,74.44%
10174,"Nuansa islami yg kental",Positif,99.89%
10175,"Kemegahan masjid Agung Banda Aceh",Positif,98.82%
10176,"Visited on: Wait time: …",Netral,99.94%
10177,"Tempat spiritual muslim di Aceh",Netral,99.98%
10178,"Masjid idaman se aceh",Positif,99.98%
10179,"",Netral,0.00%
10180,"Tempat terbaik di dunia",Positif,99.80%
10181,"Akad Nikah di masjid Raya",Netral,99.97%
10182,"Seruuu",Positif,99.98%
10183,"",Netral,0.00%
10184,"",Netral,0.00%
10185,"Tempat bersejarah",Netral,98.84%
10186,"Bersih nyaman dan indah",Positif,99.76%
10187,"Bagus indah takjub",Positif,99.97%
10188,"",Netral,0.00%
10189,"Sejuk dan nyaman",Positif,69.11%
10190,"",Netral,0.00%
10191,"Saya sangat senang dan bahagia",Positif,99.98%
10192,"Saya sangat suka",Positif,99.89%
10193,"Sangat suka dong,",Netral,99.60%
10194,"bagus bgt.. wonderfull",Positif,99.98%
10195,"Luar biasa indah",Positif,99.96%
10196,"😇",Netral,74.44%
10197,"Luas dan bagus👍",Netral,99.66%
10198,"Luar Biasa, serasa di madinah",Positif,99.97%
10199,"Sejuk dan nyaman",Positif,69.11%
10200,"Mesjid yang Indah di Ujung Indonesia",Positif,79.33%
10201,"Tempat yang indah..",Positif,99.97%
10202,"",Netral,0.00%
10203,"Sangat indah",Positif,99.92%
10204,"Wisita islami",Netral,89.52%
10205,"Sholat jangan lupa",Netral,99.70%
10206,"Wajib kemari y",Positif,77.42%
10207,"Makin rapi, parkir basement",Positif,99.52%
10208,"Aman dan mudah di capai",Positif,99.47%
10209,"",Netral,0.00%
10210,"Mus takim",Negatif,52.83%
10211,"Semoga allah mepersatukan kami",Positif,99.97%
10212,"Tempat terbaik di aceh",Positif,99.88%
10213,"Biar bintang berbicara",Netral,97.68%
10214,"Alhamdulillah...Bagus banget",Positif,99.99%
10215,"Sangat nyaman dan bersih",Positif,99.06%
10216,"",Netral,0.00%
10217,"Serambi Makkah.. versi Indonesia",Netral,99.97%
10218,"🙏🙏👍👍",Netral,74.44%
10219,"mesjid tertua di indonesia",Netral,99.93%
10220,"💯",Netral,74.44%
10221,"Masjid dengan penuh sejarah",Netral,99.68%
10222,"Aman untuk beribadah",Positif,98.41%
10223,"",Netral,0.00%
10224,"Rindu Sholat di sini lagi.😭😭",Netral,99.95%
10225,"Pelayanan nyaa ok",Positif,99.94%
10226,"Bagus",Positif,99.93%
10227,"Wisata religi",Netral,82.79%
10228,"",Netral,0.00%
10229,"",Netral,0.00%
10230,"Sang ikon",Netral,96.71%
10231,"Mesjid terbagus di aceh",Positif,54.22%
10232,"",Netral,0.00%
10233,"Tempat bagus dan nyaman.",Positif,99.97%
10234,"Karena rumah allah",Positif,63.34%
10235,"Visited on:",Netral,99.98%
10236,"",Netral,0.00%
10237,"Nyaman dan indah",Positif,99.78%
10238,"alhamdulillah pernah kesini",Positif,91.19%
10239,"Visited on: Wait time: …",Netral,99.94%
10240,"",Netral,0.00%
10241,"sangat berwibawa",Positif,99.89%
10242,"Insyallah berkah",Positif,99.98%
10243,"Nyaman dan bersih",Positif,98.99%
10244,"Karena itu mesjid sejarah",Netral,99.91%
10245,"",Netral,0.00%
10246,"Gk bisa komentar",Netral,91.94%
10247,"Mesjid yang banyak pengunjung",Netral,99.90%
10248,"Tempat terbaik di aceh",Positif,99.88%
10249,"Masjid kebanggaan orang aceh",Positif,99.96%
10250,"Mesjid kebanggaan orang Aceh",Positif,99.89%
10251,"Bagus sekali",Positif,99.99%
10252,"Pernah berkunjung.",Netral,99.98%
10253,"Sangat indah dan bgus",Positif,99.98%
10254,"❤️❤️❤️",Netral,74.44%
10255,"Indah sekali",Positif,99.97%
10256,"Visited on: Wait time: …",Netral,99.94%
10257,"",Netral,0.00%
10258,"",Netral,0.00%
10259,"",Netral,0.00%
10260,"👍",Netral,74.44%
10261,"Indah dan menyenangkan hati",Positif,99.95%
10262,"Menentramkan jiwa,",Positif,99.93%
10263,"Sejuk, nyaman",Netral,98.67%
10264,"Bangga punya MRB",Positif,99.99%
10265,"Aku lagi di aceh",Netral,99.97%
10266,"Menarik,megah dan istimewa",Positif,99.12%
10267,"Mesjid besar banda aceh",Netral,99.03%
10268,"Khusuk dalam beribadah",Positif,99.12%
10269,"Simbol-nya Rakyat Aceh",Positif,99.51%
10270,"Mesjid kebanggaan masyarakat Aceh.",Positif,54.22%
10271,"Ada payung nya",Netral,99.54%
10272,"Very nice masjid",Positif,99.99%
10273,"Nyaman dan bersih",Positif,98.99%
10274,"Masjid kebanggaan orang aceh",Positif,99.96%
10275,"Serasa di Mekkah",Netral,70.07%
10276,"Subhanallah walhamdulillah walailahaillallah wallahuakbar...",Positif,99.97%
10277,"Mesjid kebanggan orang aceh",Positif,99.73%
10278,"Masjid terindah di Indonesia.",Netral,72.70%
10279,"Adem kalu ada disini",Netral,99.83%
10280,"Masjid",Netral,88.46%
10281,"Indah dan suasana nyaman",Positif,99.93%
10282,"",Netral,0.00%
10283,"",Netral,0.00%
10284,"Sangat mengAgungkan",Positif,99.94%
10285,"Rumah Allah",Netral,66.49%
10286,"",Netral,0.00%
10287,"Mesjid Bersejarah",Netral,96.22%
10288,"Kebanggaan kami rakyat Aceh",Positif,99.96%
10289,"Tempat bersejarah 👍👍👍",Netral,99.88%
10290,"",Netral,0.00%
10291,"serasa di mekah",Positif,93.88%
10292,"",Netral,0.00%
10293,"Sagat menenangkan",Positif,99.93%
10294,"Alhamdulillah",Positif,99.97%
10295,"Sangat Indah dan nyaman",Positif,99.93%
10296,"Ied adha 1443h",Netral,99.78%
10297,"Icon aceh",Netral,93.10%
10298,"",Netral,0.00%
10299,"Boleh untuk fotho 2.",Netral,99.87%
10300,"😍",Netral,74.44%
10301,"Besar dan bersih",Positif,85.56%
10302,"",Netral,0.00%
10303,"Masjid dengan arsitektur indah dan modern",Positif,99.96%
10304,"",Netral,0.00%
10305,"Lokasinya ditengah kota",Positif,52.11%
10306,"Memberikan nuansa madinah",Positif,99.81%
10307,"Megah, berseni Aceh,, dan Arab",Netral,92.91%
10308,"Nyaman untuk beribadah",Positif,94.57%
10309,"Masjid kebanggan masyarakat Aceh",Positif,99.98%
10310,"Tempat yang sejuk, syahdu",Netral,99.13%
10311,"Nyaman dan sejuk",Positif,75.16%
10312,"",Netral,0.00%
10313,"Masya Allah",Negatif,99.97%
10314,"Mesjid kebanggaan Nanggoe Aceh Darussalam",Positif,99.52%
10315,"Mesjid kebanggaan masyarakat Aceh",Positif,99.96%
10316,"Subhanallah 😍",Positif,91.01%
10317,"Mesjid raya yang paling indah",Positif,98.22%
10318,"Nyaman dan indah",Positif,99.78%
10319,"Luar biasa indah",Positif,99.96%
10320,"Masjid Raya Baiturrahman",Positif,88.61%
10321,"Tempatnya bagus",Positif,99.97%
10322,"Mesjid kebanggaan rakyat Aceh",Positif,99.95%
10323,"bagus sekali",Positif,99.99%
10324,"Arsitektur yg sangat cantik",Positif,99.92%
10325,"Sangat nyaman dan indah",Positif,99.91%
10326,"Visited on: Wait time: …",Netral,99.94%
10327,"Aceh memang maju",Positif,99.99%
10328,"Religi..!",Netral,64.00%
10329,"Luas dan nyaman",Positif,97.55%
10330,"",Netral,0.00%
10331,"Masjid bersejarah di aceh",Netral,99.65%
10332,"Suka sekali😍",Netral,92.26%
10333,"Hbs pemegaran tambah joss",Positif,99.28%
10334,"Sangat bagus",Positif,99.98%
10335,"landmark kota banda aceh",Netral,97.84%
10336,"Visited on: Wait time:",Netral,99.96%
10337,"",Netral,0.00%
10338,"Tempat Bersejarah",Netral,98.84%
10339,"",Netral,0.00%
10340,"Visited on: Wait time: …",Netral,99.94%
10341,"Indah sangat",Positif,99.97%
10342,"Luar biasa indah",Positif,99.96%
10343,"",Netral,0.00%
10344,"Sangat bersih dan rapih",Positif,99.11%
10345,"Mesjod kebanggaan rakyat Aceh",Positif,99.97%
10346,"Serasa di Madinah",Positif,60.94%
10347,"Mesjid yang indahh Dan megahhhh",Positif,99.97%
10348,"Bagus sekali",Positif,99.99%
10349,"The best wisata religy",Positif,99.72%
10350,"Visited on:",Netral,99.98%
10351,"Jangan lupa shalat",Netral,99.47%
10352,"Allahu Akbar",Negatif,99.52%
10353,"Indah, nyaman beribadah",Positif,99.45%
10354,"",Netral,0.00%
10355,"",Netral,0.00%
10356,"MashaALLAH MEGAHNYA",Positif,99.92%
10357,"Nyaman",Positif,96.63%
10358,"Sejuk dan nyaman",Positif,69.11%
10359,"Adem dan sejuk",Netral,97.31%
10360,"Adem pas sore",Netral,99.96%
10361,"Terbaik",Positif,99.66%
10362,"Mesjid kebanggaan warga Aceh dan Indonesia",Positif,99.97%
10363,"Nyaman dan tenang",Positif,99.52%
10364,"Subuh yang damai",Netral,93.02%
10365,"Sangat mantap",Positif,99.95%
10366,"Bagus sekali",Positif,99.99%
10367,"Tempat sejarah dari sunami Aceh",Netral,99.96%
10368,"",Netral,0.00%
10369,"Masjid bersejarah di aceh",Netral,99.65%
10370,"Tempat yg sangat indah",Positif,99.96%
10371,"Sejuk dan nyaman",Positif,69.11%
10372,"Luar Biasa Rmh ALLAH",Positif,99.97%
10373,"mesjid yg indah sekali",Positif,99.97%
10374,"Indah nyaman d lihat",Positif,99.93%
10375,"Mesjid megah dan bersejerah",Positif,97.27%
10376,"Bertraveling keliling indonesia",Netral,86.45%
10377,"Tempatnya keren guys",Positif,99.98%
10378,"Mesjid Nabawi nya Aceh",Positif,65.84%
10379,"Serasa di madinah",Positif,60.94%
10380,"Semakin nyaman",Positif,99.82%
10381,"Sejuk dan Nyaman",Positif,69.11%
10382,"Terbaik",Positif,99.66%
10383,"🥰",Netral,74.44%
10384,"Puas dengan pelayanannya",Positif,99.96%
10385,"Satpam tidak ramah",Negatif,99.97%
10386,"Terbaik",Positif,99.66%
10387,"Sangat luarbisa",Positif,99.94%
10388,"",Netral,0.00%
10389,"Adem ϑαņ nyaman",Netral,60.35%
10390,"Tak terkatakan",Negatif,59.65%
10391,"Bagus sekali",Positif,99.99%
10392,"Serasa di masjid nabawi",Positif,99.17%
10393,"Sering kemari waktu ke kota",Netral,99.86%
10394,"Sangat indah dan menawan",Positif,99.86%
10395,"masjid bersejarah untuk Aceh",Positif,99.75%
10396,"",Netral,0.00%
10397,"Luar biasa indah ...",Positif,99.98%
10398,"bersih nyaman sekali",Positif,99.84%
10399,"Bersih. Indah dan nyaman",Positif,99.72%
10400,"Great Mosque of Baiturahman Aceh",Positif,99.95%
10401,"Nyaman dan aman",Positif,99.82%
10402,"Sangat indah dan nyaman",Positif,99.93%
10403,"Nyaman dan bagus",Positif,99.93%
10404,"Nice lah",Positif,99.75%
10405,"",Netral,0.00%
10406,"Serasa di Madinah",Positif,60.94%
10407,"Terbaik",Positif,99.66%
10408,"🙏",Netral,74.44%
10409,"Rasa sejuk di sanubari",Netral,99.64%
10410,"Mesjid terbesar diaceh",Netral,99.78%
10411,"Masjid dekat rumah saya",Netral,99.93%
10412,"Bagus bersih...",Positif,99.97%
10413,"Senangnya",Positif,99.98%
10414,"Sungguh indah",Positif,99.94%
10415,"Nyaman untuk beribadah",Positif,94.57%
10416,"Kemegahan yg luar biasa",Positif,99.58%
10417,"",Netral,0.00%
10418,"Tempat ternyaman",Positif,98.79%
10419,"",Netral,0.00%
10420,"",Netral,0.00%
10421,"Wisata islami aceh",Netral,84.84%
10422,"Reservation recommended:",Positif,98.43%
10423,"👍",Netral,74.44%
10424,"",Netral,0.00%
10425,"Elegan masjisnya..",Netral,44.56%
10426,"",Netral,0.00%
10427,"The Best place in Banda Aceh",Positif,99.84%
10428,"Alhamdulillah",Positif,99.97%
10429,"MasyaAllah luar biasa..",Positif,88.67%
10430,"",Netral,0.00%
10431,"",Netral,0.00%
10432,"Luar biasa, MashaAllah🙏",Positif,99.97%
10433,"",Netral,0.00%
10434,"Penyejuk hati",Netral,70.17%
10435,"Tempat yang indah Subhanallah..",Positif,99.98%
10436,"",Netral,0.00%
10437,"Mesjid super indah......",Positif,99.97%
10438,"ikon kebanggaan aceh.",Positif,99.98%
10439,"Bagus sekali",Positif,99.99%
10440,"تذكر التاريخ لتعبد دائما",Netral,90.03%
10441,"Bagus sekali",Positif,99.99%
10442,"Tempatnya nyaman",Positif,99.95%
10443,"Ikon kebanggan kota aceh",Positif,99.97%
10444,"",Netral,0.00%
10445,"",Netral,0.00%
10446,"Bagus dan bersih.",Positif,99.88%
10447,"Mesjid kebanggaan masyarakat Aceh",Positif,99.96%
10448,"Semakin indah dan nyaman",Positif,99.93%
10449,"Mesjid kebanggaan masyarakat Aceh",Positif,99.96%
10450,"tempat bersejarah",Netral,98.84%
10451,"Serambi Mekkah",Netral,97.51%
10452,"Nyaman untuk beribadah",Positif,94.57%
10453,"",Netral,0.00%
10454,"Bukti bisu aceh",Netral,98.79%
10455,"",Netral,0.00%
10456,"Luas bersih dan indah",Positif,99.64%
10457,"Sejuk dan mendamaikan",Netral,81.60%
10458,"masjid kebanggaan masyarakat Aceh",Positif,99.97%
10459,"",Netral,0.00%
10460,"Masya Allah",Negatif,99.97%
10461,"Maha besar kuasa Allah",Positif,97.98%
10462,"Tempat paling nyaman",Positif,98.28%
10463,"Visited on: Wait time: …",Netral,99.94%
10464,"Berfoto",Netral,80.68%
10465,"Sangat indah",Positif,99.92%
10466,"Sangat sangat bagus",Positif,99.98%
10467,"Allahu Akbar 🕋🕋🕋",Negatif,99.28%
10468,"Iconik kota banda aceh",Netral,96.46%
10469,"Bagus dan bersih",Positif,99.53%
10470,"Alhamdulillah wasyukurilah",Positif,99.96%
10471,"Salah satu ikon Banda Aceh",Positif,88.92%
10472,"Sejuk bersih & Nyaman",Netral,98.52%
10473,"Bersih, nyaman",Positif,99.14%
10474,"Mesjid kebanggaan orang aceh.,",Positif,76.81%
10475,"MRB, tiada dua di aceh.",Netral,77.28%
10476,"",Netral,0.00%
10477,"Adem... Sejuk...",Netral,96.61%
10478,"Kebanggan Masyarakat Aceh",Positif,99.98%
10479,"Mesjid kebanggaan bangsa aceh",Positif,99.95%
10480,"Sangat mengagumkan..",Positif,99.97%
10481,"",Netral,0.00%
10482,"Nyaman dan tenang",Positif,99.52%
10483,"",Netral,0.00%
10484,"Visited on:",Netral,99.98%
10485,"Nyaman dan aman",Positif,99.82%
10486,"Masjid kebanggaan rakyat ATJEH",Positif,99.98%
10487,"",Netral,0.00%
10488,"😍😍",Netral,74.44%
10489,"😍",Netral,74.44%
10490,"Tempat ibadah aceh",Netral,99.98%
10491,"Sumbang 5 bintang aja",Positif,99.62%
10492,"Sangat2 kagum..",Positif,99.99%
10493,"Mesjid Kebanggaan Ureung Aceh",Positif,99.65%
10494,"Relit listrik modet baru",Netral,99.75%
10495,"Sangat nyaman",Positif,99.44%
10496,"",Netral,0.00%
10497,"Buat olahraga",Netral,92.07%
10498,"",Netral,0.00%
10499,"Luarbiasa",Positif,99.97%
10500,"Halamannya nyaman",Positif,99.35%
10501,"Masjid yg indah..",Positif,99.97%
10502,"Berasa lagi umroh 😁",Negatif,62.66%
10503,"",Netral,0.00%
10504,"mesjid bersejarah",Netral,96.22%
10505,"",Netral,0.00%
10506,"🤩🤩",Netral,74.44%
10507,"",Netral,0.00%
10508,"Salamun Qaulammirrabbirrahiim",Netral,99.82%
10509,"Sungguh indah ciptaan Tuhan",Positif,99.96%
10510,"",Netral,0.00%
10511,"Tempat yang teduh dan nyaman",Positif,99.21%
10512,"Sangat senang di tempat ini",Positif,99.94%
10513,"",Netral,0.00%
10514,"",Netral,0.00%
10515,"Mesjid kebanggaan masyarakat Aceh",Positif,99.96%
10516,"Tempat yg sangat indah",Positif,99.96%
10517,"Masyaallah luar biasa",Positif,60.02%
10518,"Tempat yg sangat indah",Positif,99.96%
10519,"Masjid yg mengagumkan",Positif,99.97%
10520,"",Netral,0.00%
10521,"",Netral,0.00%
10522,"Tempat Religius masyarakat Aceh",Netral,99.96%
10523,"Sungguh indah rumah allah",Positif,99.97%
10524,"Mesjid kebanggaan masyarakat Aceh",Positif,99.96%
10525,"Visited on:",Netral,99.98%
10526,"Masjid kebanggaan Rakyat aceh",Positif,99.97%
10527,"Visited on:",Netral,99.98%
10528,"Sengguh menyejukkan hati",Positif,94.55%
10529,"",Netral,0.00%
10530,"",Netral,0.00%
10531,"Mesjid kebanggaan masyarakat Aceh",Positif,99.96%
10532,"Luar biasa okey",Positif,99.98%
10533,"Masjid Kebanggaan Rakyat Aceh..",Positif,99.93%
10534,"Mesjid kebanggaan Aceh ❤️❤️❤️",Positif,50.26%
10535,"Mesjid kebanggaan rakyat Aceh",Positif,99.95%
10536,"",Netral,0.00%
10537,"Visited on: Wait time:",Netral,99.96%
10538,"Bagus sekali",Positif,99.99%
10539,"Sangat cantik dan undah",Positif,99.08%
10540,"Tempat paling nyaman",Positif,98.28%
10541,"Sejuk, nyaman, tentram, damai.",Netral,60.59%
10542,"Mesjid kebanggaan masyarakat Aceh",Positif,99.96%
10543,"Oke, nice",Positif,98.88%
10544,"Icon kota banda aceh",Netral,93.80%
10545,"Mesjid paling indah Loveyou",Positif,99.98%
10546,"",Netral,0.00%
10547,"Sangat mengesankan",Positif,99.95%
10548,"tempat bersejarah",Netral,98.84%
10549,"Tempat yg suci",Positif,93.71%
10550,"",Netral,0.00%
10551,"OMAGAA😱",Netral,74.44%
10552,"5",Netral,98.64%
10553,"Nyaman dan tentram",Positif,99.18%
10554,"Beutiful",Positif,99.92%
10555,"indah bersih dan nyaman",Positif,99.78%
10556,"Mesjid yang indah dan megah",Positif,99.68%
10557,"sangat menyenangkan",Positif,99.97%
10558,"",Netral,0.00%
10559,"",Netral,0.00%
10560,"Bersih, Nyaman dan Indah",Positif,99.71%
10561,"Megah mewah dan bersejarah",Netral,59.96%
10562,"Masjid kebanggaan masyarakat Aceh.",Positif,99.46%
10563,"Sangat menapjubkan",Positif,92.29%
10564,"Masjid kebanggaan warga Aceh.",Positif,99.85%
10565,"Tempat ibadah umat islam",Netral,99.98%
10566,"Visited on: Wait time: …",Netral,99.94%
10567,"😍",Netral,74.44%
10568,"🙏🙏",Netral,74.44%
10569,"Aman dan nyaman",Positif,99.82%
10570,"",Netral,0.00%
10571,"Bagus sekli",Positif,99.98%
10572,"ok bgs bgt",Positif,99.97%
10573,"Proses nya lambat",Negatif,99.93%
10574,"",Netral,0.00%
10575,"Ikon nya Aceh",Positif,99.91%
10576,"nyaman beribadah",Positif,70.75%
10577,"Mesjid kebanggaan Warga Aceh",Positif,99.97%
10578,"Masjid yg indah...",Positif,99.98%
10579,"Masya Allah ... Baiturrahman Grand Mosque",Negatif,91.04%
10580,"😍",Netral,74.44%
10581,"Menarik",Positif,98.21%
10582,"Mesjid Yang Bersejarah",Netral,97.83%
10583,"Masya Allah",Negatif,99.97%
10584,"Keindahan Masjid Raya Baiturrahman. Aceh. ❤",Netral,99.90%
10585,"Mesjid raya yg megah",Positif,96.10%
10586,"",Netral,0.00%
10587,"Wisata religi faforitku!",Positif,99.94%
10588,"Bikin hti adem",Positif,97.12%
10589,"Suka sekali",Netral,65.34%
10590,"Aman dan nyaman",Positif,99.82%
10591,"Bersih nyaman",Positif,99.01%
10592,"",Netral,0.00%
10593,"Bagus dan nyaman",Positif,99.86%
10594,"",Netral,0.00%
10595,"",Netral,0.00%
10596,"Suka berkelana di kota orang",Netral,99.37%
10597,"Tempat menvari Rahmat Allah",Positif,94.91%
10598,"MasyaAllah",Negatif,99.98%
10599,"Visited on: Wait time: …",Netral,99.94%
10600,"Masjid kebanggan Bangsa indonesia",Positif,99.99%
10601,"Saya sangat menyukai",Positif,99.97%
10602,"Mekkah nya aceh",Netral,99.52%
10603,"",Netral,0.00%
10604,"Tempat beridah ummat islam",Netral,52.63%
10605,"Sangat indah dan cantik",Positif,99.72%
10606,"Sesuatu kebanggaan tersendiri",Positif,99.99%
10607,"Indah sekali",Positif,99.97%
10608,"Aman & nyaman",Positif,90.81%
10609,"Masjid bagus dan mewah",Positif,99.89%
10610,"😍",Netral,74.44%
10611,"",Netral,0.00%
10612,"Keren tempat Nya",Positif,99.98%
10613,"",Netral,0.00%
10614,"Mesjid yang Besar dan Megah",Netral,62.39%
10615,"👍 👍",Netral,82.07%
10616,"Mau balik lagi",Netral,99.78%
10617,"Masjid No satu di aceh",Netral,92.53%
10618,"",Netral,0.00%
10619,"Penenang hati",Netral,90.89%
10620,"",Netral,0.00%
10621,"Mesjid terbaik di Aceh",Positif,99.94%
10622,"❤️❤️❤️",Netral,74.44%
10623,"Sangat mengesankan",Positif,99.95%
10624,"Masjid kebanggaan orang aceh",Positif,99.96%
10625,"Karna rumah Allah 🥰🥰",Negatif,67.56%
10626,"Indah, Nyaman dan Iman",Positif,90.73%
10627,"Tempatnya bagus",Positif,99.97%
10628,"Visited on: Wait time: …",Netral,99.94%
10629,"",Netral,0.00%
10630,"bagus sekali.",Positif,99.98%
10631,"Visited on: Wait time: …",Netral,99.94%
10632,"Mesjid Kebanggaan Masyarakat Aceh",Positif,99.96%
10633,"Visited on: Wait time:",Netral,99.96%
10634,"Mesjid nan indah dan megah.",Positif,73.79%
10635,"MasyaAllah. Luar biasa",Positif,94.34%
10636,"Visited on: Reservation recommended:",Netral,99.87%
10637,"",Netral,0.00%
10638,"Menambah keimanan",Positif,99.92%
10639,"Pemandangan nya indah",Positif,99.78%
10640,"😍😍😍",Netral,74.44%
10641,"Indahnya",Positif,99.95%
10642,"",Netral,0.00%
10643,"👍",Netral,74.44%
10644,"Nyaman dan Indah",Positif,99.78%
10645,"Tidak kecewa",Positif,98.10%
10646,"Mesjid y indah dan nyaman",Positif,99.98%
10647,"Visited on: Wait time: …",Netral,99.94%
10648,"Luarbiasa",Positif,99.97%
10649,"Tempat ibadah. Serambi mekah",Netral,99.97%
10650,"Membantu",Positif,99.89%
10651,"Pelantikan TASTAFI pusat",Netral,99.96%
10652,"",Netral,0.00%
10653,"Sangat sejuk...",Netral,94.02%
10654,"😍😍😍",Netral,74.44%
10655,"Visited on: Wait time: …",Netral,99.94%
10656,"Sungguh menyejukkan hati",Positif,99.98%
10657,"Mesjid Nabawi versi atceh",Netral,99.97%
10658,"Ibadah makin yahuuud",Positif,99.97%
10659,"sangat kagum dan nyaman",Positif,99.88%
10660,"Tidak",Netral,98.35%
10661,"Simbol Provinsi (y)",Netral,99.97%
10662,"👍👍",Netral,74.44%
10663,"Bagus sekali",Positif,99.99%
10664,"Masjid tertua asia tenggara",Netral,99.89%
10665,"Penuh dengan nilai dan sejarah",Positif,76.54%
10666,"Karena tempat ibadah",Netral,97.12%
10667,"Salah satu keagungan nyata",Positif,99.96%
10668,"Aceh kota Serambi Mekkah",Netral,99.08%
10669,"Selalu adem disini",Netral,99.88%
10670,"Nyaman, dingin..",Netral,99.94%
10671,"👍",Netral,74.44%
10672,"Bersih dan nyaman",Positif,99.15%
10673,"Bersih dan indah..",Positif,99.91%
10674,"",Netral,0.00%
10675,"Terbesar",Netral,85.33%
10676,"Terbaik",Positif,99.66%
10677,"ALHAMDULILLAH.. bisa sampai ke sini..",Positif,99.98%
10678,"",Netral,0.00%
10679,"Tempat ternyaman",Positif,98.79%
10680,"Ini adalah tempat yang sangat mulia",Positif,99.94%
10681,"Masjid yang sangat indah",Positif,99.98%
10682,"Suka sekali",Netral,65.34%
10683,"♡",Netral,74.44%
10684,"Cinta itu buta",Negatif,99.14%
10685,"Suka sekali",Netral,65.34%
