No,Teks,Sentimen,Confidence
8029,"Tempatnya luas dan bersih. Ramah untuk anak anak",Positif,99.97%
8030,"tempat wisata religi, tempat parkir cukup luas",Positif,56.51%
8031,"Wisata religi dan edukasi untuk anak anak yg baik",Positif,99.97%
8032,"Cakeup.. Cuma saya kaum missqueen yang gak mampu nikahan di MAJT hehe",Negatif,99.96%
8033,"tempatnya sangat nyaman buat wisata reliji",Positif,99.98%
8034,"Masya Allah indah banget masjidnya.",Positif,99.98%
8035,"Masih pnasaran slama blum datang langsung ke tmpat 7an yg sngat mgah ini",Negatif,77.69%
8036,"Seneng sekali bisa mampir sholat Jumat di sini",Positif,99.93%
8037,"MasyaAllah. . .",Negatif,99.98%
8038,"Kalo ke Semarang jangan lupa mampir ke masjid agung",Netral,99.75%
8039,"Masyaallah indah masjidnya, pas sholat dzuhur dsna",Positif,99.97%
8040,"Bagus dan bisa buat Olah Raga dan Sepedaan.",Positif,99.81%
8041,"Mesjid dengan suasana yg asri dan mengagumkan",Positif,99.86%
8042,"Masjid yang ada museum nya dan untuk tempat jama'ah",Netral,94.52%
8043,"Terdapat tempat pengobatan holistik, bekam, gurah, pijat refleksi.",Netral,96.30%
8044,"Sering kesini, wisata paling dkt dan murah",Positif,79.92%
8045,"Masjid besar dan indah",Positif,99.94%
8046,"Keindahan bagunan yg luar biasa indah, masyaallah,,rekomendasi utk wisata religi,,,",Positif,99.69%
8047,"Sangat nyaman",Positif,99.44%
8048,"Dauroh pantura yg jadi nasional...Masyaallah...",Negatif,99.98%
8049,"Nice place, recommended utk dikunjungi saat kalian ke Semarang",Positif,99.96%
8050,"Sering banget kesini . Halaman masjid luas banget.",Positif,89.98%
8051,"Tempat ibadab terbesar se asia tenggara, bukan tempat wisata",Negatif,98.78%
8052,"Megah.",Positif,98.43%
8053,"Tempat Ibadah yang wajib dikunjungi kalau lagi disemarang",Netral,99.98%
8054,"Masjid yg luar biasa besar dan megah",Positif,99.74%
8055,"Masjid agung jawa tengah",Netral,99.41%
8056,"tempat yg wajib dikunjungi klo berwisata ke semarang",Netral,99.82%
8057,"Tempatnya sangat nyaman",Positif,99.91%
8058,"Berjuta kenangan",Netral,94.34%
8059,"icon kota semarang yang satu ini sungguh indah luar biasa",Positif,99.97%
8060,"MASJID NYA BAGUS MIRIP MADINAH/MEKKAH PAYUNG NYA BISA BERDIRI OTOMATIS",Positif,99.96%
8061,"Masjidnya luas Halamannya kaya masjid Nabawi",Positif,99.78%
8062,"Ruaaar biasa...pemandangan mesjid yg indah....",Positif,99.96%
8063,"Visited on: Wait time: …",Netral,99.94%
8064,"Masjidnya gede banget",Positif,99.84%
8065,"masjid luas, parkir teduh, tolet bersih,",Positif,99.93%
8066,"Masjidnya gede banget nd bersih banget",Positif,99.98%
8067,"Relijius dan rekreasi keluarga",Netral,99.74%
8068,"Pemandangan masjid yg sangat bagus",Positif,99.93%
8069,"🕌🕌🕌",Netral,74.44%
8070,"Indah sejuk bersih nyaman dan artistik....",Positif,99.93%
8071,"Tempat sholat kalah luas dengan halamannya",Negatif,99.92%
8072,"pengobatan bekam ada disini...sipp",Positif,65.99%
8073,"Masya Allah selalu jatuh cinta dengan masjid ini",Positif,99.97%
8074,"Allahu Akbar, Indah banget rumah Allah yang satu ini 😇😇",Positif,99.97%
8075,"Luas sekali area mesjidnya !",Positif,99.92%
8076,"Kota legenda yg penuh dgn cinta full..",Netral,82.56%
8077,"bagus, parkir luas, tapi kalo terik panas sekali",Netral,99.07%
8078,"Destinasi wisata jawa tengah",Netral,99.96%
8079,"Bismillah shalat khusyuk",Positif,98.71%
8080,"MaasyaaAllah bagus, besar dan menawan akan tetapi kurang terawat",Negatif,99.97%
8081,"Ini adalah masjid kebanggaan orang Jawa Tengah, masjid yang besar dan luas.",Netral,90.84%
8082,"View dari menara sangat bagus, apa lagi untuk melihat sunset.",Positif,89.66%
8083,"Rasa cinta saya begitu besar sama masjid satu ini.",Positif,99.98%
8084,"Mantab",Positif,99.96%
8085,"Pada awalnya tampak megah, tapi seiring waktu....kemegahan itu layu !!! 😥",Negatif,99.96%
8086,"Masjid Agung Jawa Tengah dari menara pandang asmaul husna. Htm 10k",Netral,99.97%
8087,"Tempat ibadah yang bisa di jadikan tujuan berwisata",Netral,99.98%
8088,"Tempat nya bersih, mudah dijangkau, dan sangat luas",Positif,99.96%
8089,"Masjidnya besar, luas, bersih, namun klasik interiornya, homey",Positif,99.58%
8090,"Masjid yg paling besar di jawa tengah..",Netral,99.97%
8091,"masjid yang sangat bagus,parkir luas",Positif,99.97%
8092,"Masjid yang megah dan indah serta menenangkan",Positif,99.91%
8093,"Alhamdulillah bisa sholat Jumatan di Masjid Agung Semarang",Positif,58.24%
8094,"Tempat Ibadah sekaligus sebagai tempat wisata",Positif,80.22%
8095,"Masjid paling keren.",Positif,99.90%
8096,"Ibadah Sholat serasa lebih khusyuk bila di MAJT",Positif,99.94%
8097,"Tempat terapi bekam dan pusat madu herbal",Netral,99.92%
8098,"tempatnya indah, keren, bersih, luas dan tentunya nyamaaan😇",Positif,99.98%
8099,"Masjid besar dan indah di Jawa Tengah.",Netral,99.97%
8100,"Masjidnya indah banget, luas banget dan nyaman.",Positif,99.99%
8101,"Masjidnya bagus... Luasssss",Positif,99.99%
8102,"Luas banget, bangunanya bagus, fasilitas lengkap",Positif,99.97%
8103,"Wisata sekalian beribadah....mantab",Positif,99.98%
8104,"Tempat nya luas untuk parkir. Dan acara",Positif,99.64%
8105,"Wisata dan ibadah why not?",Netral,97.82%
8106,"Keren dan nyaman untuk beribadah",Positif,99.95%
8107,"Tempat wisata yg patut dikunjungi untuk daerah semarang",Netral,99.96%
8108,"Senang skali selalu brkunjung ke msjid agung",Positif,99.98%
8109,"Luas bgt tempat nya,, bagus jg",Positif,99.97%
8110,"Salah satu icon jawa tengah, bisa berwisata juga ke menara nya",Positif,75.42%
8111,"Harus mulai di renov coz ubinnya pada mulai pecah",Negatif,99.90%
8112,"Amazing... wisata religi",Positif,99.98%
8113,"Mesjid Agung di kota Semarang",Netral,99.97%
8114,"Sangat Luas. Namun Saat siang sangat panas",Netral,99.35%
8115,"Sholat berjamaah",Positif,89.38%
8116,"Selain untuk beribadah juga untuk Tempat rekreasi maupun berolahraga",Netral,59.99%
8117,"MasyaAllah sangat takjub...",Negatif,52.25%
8118,"Tempat ibadah salah satu terbesar di jawa tengah",Netral,96.52%
8119,"Mantap,bersih, gratis",Positif,99.98%
8120,"enaknya pas malem adem",Netral,99.94%
8121,"Masjid agung jawa tengah berbeda dengan masjid agung semarang",Netral,99.97%
8122,"Bagus sekali masjid nya , subhanallah",Positif,99.99%
8123,"Tempat wisata bernuansa religi yang cukup representatif di Jawa tengah",Netral,74.04%
8124,"Masjid luas dan nyaman",Positif,99.95%
8125,"Mantaapp",Positif,99.98%
8126,"masjid paling megah dan luas di jateng",Netral,92.00%
8127,"Kali pertama masuk ke masjid MJT. Subhanallah.",Positif,99.91%
8128,"Piye fotoke keren to....ini sumbernya dari aplikasi resplash",Netral,99.75%
8129,"Bagus sekali fasilitas memadai, cukup megah",Positif,99.97%
8130,"Salah satu masjid yang megah di propinsi jawa tengah",Netral,53.99%
8131,"Rumah ibadah sekaligus tempat wisata religi di Semarang",Netral,99.98%
8132,"subhanallah dipuaskan dengan keindahan bangunan masjid",Positif,99.98%
8133,"Masih tetap salah satu dari daftar yang harus di kunjungi di Semarang",Netral,62.92%
8134,"Tiap sore ke MAJT liat telolet basuri.",Netral,98.95%
8135,"WC nya sesak penuh bngt☺️",Negatif,99.98%
8136,"Keren maa syaaAllah.. berasa di Madinah n Makkah hehe",Positif,99.98%
8137,"Visited on: Wait time: …",Netral,99.94%
8138,"Masih dalam renovasi",Netral,99.93%
8139,"Luar biasa",Positif,99.96%
8140,"Luas bagus masjid agung Jawa tengah",Netral,57.03%
8141,"Beberapa kali kesini tak pernah bosan, mengangenkan Serasa di Madinah",Positif,99.95%
8142,"Masya Allah masjidnya sangat indah",Positif,99.98%
8143,"Bersih, luas, nyaman",Positif,99.09%
8144,"Tempat wisata realigie yg sangat mengesankan...",Positif,99.49%
8145,"Di menara, bisa melihat pemandangan wilayah semarang",Netral,91.11%
8146,"👍",Netral,74.44%
8147,"Ga terlalu terawat. Mgkn krn pandemi",Negatif,99.90%
8148,"Luas banget, capek mau ke tempat utamanya",Negatif,99.96%
8149,"",Netral,0.00%
8150,"Masjid terbesar dan kebanggaan prop.jateng dikota semarang.",Netral,99.87%
8151,"Tempat nya bersih yang sholat jamaah banyak",Positif,99.85%
8152,"Masjid yg besar dan bagus banget",Positif,99.98%
8153,"Masjid yang luar biasa luasnya.",Positif,96.31%
8154,"Tempat Ibadah tp juga banyak aktivitas lain nya",Netral,99.86%
8155,"mwehehe",Netral,96.37%
8156,"Wisata religi",Netral,82.79%
8157,"Kurang terpelihara terutama tempat mck kurang diperhatikan",Negatif,99.88%
8158,"masjidnya besar banget dan nyaman",Positif,99.98%
8159,"Masjid yg punya payung spt masjid Nabawi",Netral,99.93%
8160,"Subhanallah sungguh indah tempat sembahyangan Islam 😍",Positif,99.98%
8161,"Masjid icon di jawa tengah lokasinya d kota semarang",Netral,99.97%
8162,"Seka sekali sama tempatnya",Negatif,85.30%
8163,"Besar dan megah, dan ada sedikit kesan klasik.",Netral,90.40%
8164,"Cocok utk wisata religi",Positif,99.92%
8165,"",Netral,0.00%
8166,"Tempat favorit kalo lg liburan ke Semarang.. NICE 👍",Positif,58.59%
8167,"Min masuk menara Tinggi per orang berapa?",Netral,99.98%
8168,"Merupakan masjid yang memiliki halaman terluas",Netral,87.38%
8169,"Tempat yang bagus",Positif,99.96%
8170,"👍👍",Netral,74.44%
8171,"Tempatnya enak dan nyaman",Positif,99.94%
8172,"Kemarin saya abis kesana, subhanallah luar biasa megahnya.",Positif,99.83%
8173,"Visited on: Wait time: …",Netral,99.94%
8174,"Keren bozz...... kalo ke semarang rugi deh kalo ga mampir kesini.......",Positif,99.96%
8175,"Enak buat olah raga... Luas banget",Positif,99.96%
8176,"Masjid besar ..",Netral,99.87%
8177,"Luar biasa sungguh beasar keagungan allah swt.",Positif,99.91%
8178,"Tempat ibadah yang cukup nyaman, alhamdulillah..",Positif,99.97%
8179,"Terdapat tower dan museum yang bagus untuk berswafoto",Positif,97.87%
8180,"Masya Allah,",Negatif,99.96%
8181,"Salah satu dari 3 masjid ikonik yang bisa kunjungi di Semarang, Jawa Tengah",Netral,99.91%
8182,"Bagus buat menenangkan pikiran dan ibadah",Positif,99.75%
8183,"Visited on: Wait time:",Netral,99.96%
8184,"Alhamdulillah bsa mampir sholat d sni",Netral,91.37%
8185,"bersih, nyaman, sering menjadi lokasi wisata religi",Positif,99.93%
8186,"Wisata religi di masjid dg menara asmaul husna",Netral,97.50%
8187,"Uwaw wadaw pokoknya, terpesona dengan kemegahan bangunan nya,,",Positif,99.93%
8188,"Kurang praktis. Tempat sholat dilantai 3",Negatif,98.85%
8189,"Gedung perpustakaannya sempit untuk kondangan",Negatif,99.86%
8190,"Masjid mewah. Elit dan berkelas . Luas. Dan wowwww gtu",Positif,98.46%
8191,"Area yg luas dan wisata religi yg nyaman",Positif,99.97%
8192,"Rasanya ingin kesana kembali.. Bagus banget",Positif,99.98%
8193,"Sangat nyaman untuk ibadah karena sangat luas",Positif,99.82%
8194,"Visited on: Wait time: …",Netral,99.94%
8195,"Masjid dengan nilai estetika yg cukup menarik",Positif,99.81%
8196,"Keren....kebanggaan jawa tengah....tempat curhat hamba kepasa TUHANNYA",Positif,99.98%
8197,"Nyaman sekali utk beribadah",Positif,99.86%
8198,"Banyak pngalaman suka duka perbengkelan Pokonya",Netral,95.49%
8199,"Atmosfer beribadah disini selalu menenangkan",Positif,99.98%
8200,"Tempat untuk ibadah sekaligus wisata keluarga",Positif,98.24%
8201,"Bagus, besar dan megah juga mengingatkan Masjid di Martapura, Kalsel",Netral,90.61%
8202,"Sekali-kalinya ngrasain jamaah Tarawih di MAJT",Netral,99.98%
8203,"Visited on: Wait time: …",Netral,99.94%
8204,"Baik Dalam Pelayanan, Mudah Dijangkau, & Aman.",Positif,99.97%
8205,"Mari sholat berjamaah",Positif,99.75%
8206,"alangkah lebih baik dan nyaman jika taman airnya berfungsi",Positif,99.94%
8207,"Sangat bagus dan indah masjid nya",Positif,99.99%
8208,"jodoh masih jauh",Netral,81.76%
8209,"masjid agung kota semarang.... unik arsitekturnya...",Netral,62.40%
8210,"Nyaman. Tmpt wudlu bagus. Ada alqur'an besar.",Positif,99.88%
8211,"Salah satu tempat utk transit gue, ketika bepergian lewat semarang",Netral,99.97%
8212,"Arsitektur yang bagus , tempatnya luas bersih ...",Positif,99.98%
8213,"Tempatnya sangat luas dan indah Bersih dan nyaman",Positif,99.96%
8214,"Salah satu ikon terbesar di Jawa Tengah dan ikon masjid Jawa Tengah dan Kota Semarang",Netral,92.11%
8215,"Masjidnya luas bagus jg..",Positif,99.97%
8216,"dari jauh terlihat bagus, pas dari deket, agak miris, tapi dalemnya ok",Positif,97.80%
8217,"Masjid terbesar di jawa tengah serasa di Madinah..",Netral,90.98%
8218,"Apik. Adem. Seger. Tentrem. Marai uripmu nambah berkualitas gaees",Positif,99.82%
8219,"Asli ini mesjid gede banget ... Bagus banget ...",Positif,99.97%
8220,"Tempat ibadah sekaligus jd swa foto",Netral,99.83%
8221,"Masjid yg luas dan punya menara yg tinggi",Netral,57.21%
8222,"Lantainya panas bgt kalo siang wkwk",Negatif,69.78%
8223,"Tempat yang nyaman utk beribadah.",Positif,99.56%
8224,"Masjid kebanggaan Jawa tengah😁 nyaman, indah, bersih",Positif,95.95%
8225,"Mesjidnya bersih dan bagus sekali",Positif,99.97%
8226,"Rasanya nyaman beribadah disini.....",Positif,99.99%
8227,"Wisuda UNTAG 30 april 2018 Di Masjid Agung Jateng",Netral,99.96%
8228,"Megah dan saya bagus untuk rekreasi bersama keluarga",Positif,99.95%
8229,"Masuk bayar parkir, meskipun hanya sholat...",Netral,99.83%
8230,"Masjid agung jawa tengah",Netral,99.41%
8231,"Tempatnya bersih dan nyaman untuk beribadah",Positif,99.96%
8232,"Masjid indah cocok untuk wisata religi",Positif,99.99%
8233,"wisata dan beribadah masjid terbesar jawa tengah",Netral,99.73%
8234,"Sejuk nian sholat di masjid ini",Netral,94.86%
8235,"Tempat ibadah kebanggaan umat muslim di Jawa tengah",Positif,99.97%
8236,"Luar biasa... Istimewa...",Positif,99.97%
8237,"Disana adalah Pengalaman yang sangat baik",Positif,99.97%
8238,"Visited on: Wait time: …",Netral,99.94%
8239,"Miniatur masjid nabawi",Netral,98.89%
8240,"Parkir luas, banyak pepohonan yang rindang",Positif,99.90%
8241,"Mbalik maning nyang MAJT",Negatif,81.84%
8242,"MasyaAllah, berasa lagi di masjid nabawi..",Negatif,99.96%
8243,"Masya allah",Negatif,99.97%
8244,"Parkir luas tempat asik wisata religius",Positif,99.91%
8245,"Masjid yang besar, parkiran luas, taman yang indah",Positif,99.98%
8246,"Wait time:",Netral,99.97%
8247,"Tempat ibadah yg mempunyai ornamen seperti di mekkah",Netral,99.98%
8248,"Salah satu mesjid yang wajib di kunjungi kalau ke semarang",Netral,98.06%
8249,"Parkir sangat luas dan rindang.... Asliloleeee",Positif,99.95%
8250,"Baguuuss bangeeett ngeet. Wajib dikunjungi kalo ke semarang.",Positif,99.97%
8251,"tempat bersih, parkir murah & luas",Positif,99.90%
8252,"Maha besar Allah.keran banget tempatnya..",Negatif,99.78%
8253,"Masjid yang indah dan megah, kebangga'an warga jawa tengah.",Positif,99.97%
8254,"Bagus, cocok untuk tempat ibadah dan wisata religi",Positif,99.98%
8255,"Masjid yg sangat luas dan indah",Positif,99.94%
8256,"Pemandangan yang indah, kebersihan yang terjaga",Positif,99.78%
8257,"Nyaman tuk beribadah.. alhamdulillah",Positif,99.98%
8258,"Masjid terindah di Jawa Tengah",Positif,99.94%
8259,"Masjid yang Bersih dan nyaman. Megah dan besar",Positif,99.71%
8260,"Indah menawan parkir luas balroom wow",Positif,99.83%
8261,"Masjid Agung semarang merupakan masjid terindah diSemarang ...",Positif,99.86%
8262,"Tempat ibadah yang sering Di tuju banyak orang",Netral,99.97%
8263,"Tempat yang Luas",Positif,99.73%
8264,"Arsitektur yang sangat indah...terasa dimasjid nabawi",Positif,99.94%
8265,"Thanks to Allah. Tempatnya bersih adem.sejuk di hati",Positif,99.98%
8266,"Masyaallah tabarakallah",Negatif,99.91%
8267,"Bagus untuk dikunjungi, bagus utk wisata religi...",Positif,99.98%
8268,"Tempat ibadah umat Islam yang nyaman 😍",Positif,99.53%
8269,"Ikon jawa tengah. Adanya dijalan gajah kota semarang",Netral,99.94%
8270,"Sayang pintu depan belum dibuka, sehingga agak merepotkan jama'ah",Negatif,96.30%
8271,"Recommend banget buat mengenal sejarah semarang dari sisi mana pun",Positif,99.97%
8272,"Salah satu wisata religi andalan di kota semarang",Positif,97.81%
8273,"Alternatif utk.mampir dan berwisata",Netral,99.95%
8274,"Bagus.saran aja kebersihan tolong di jaga...",Positif,99.67%
8275,"Tempat ibadah sekaligus tempat wisata",Netral,99.55%
8276,"Megah bersih nyaman aman u beribadah",Positif,99.77%
8277,"kunjungan 8 september 2018, nyaman sholat dsini",Netral,99.92%
8278,"Bagus, luas, memenuhi protokol kesehatan",Positif,99.89%
8279,"Gedung pertemuannya bagus, parkiran luas...",Positif,99.99%
8280,"Petunjuk parkir bagi yang dr pintu selatan kurang jelas .",Netral,99.79%
8281,"Subhanallah kota semarang punya mesjid megah.....",Positif,99.99%
8282,"Masyaallah indah sekali rumah Allah ini....",Positif,99.96%
8283,"masjid luas, tapi membingungkan",Negatif,99.87%
8284,"Bagus.... Sayang panas kalo siang hari",Netral,98.36%
8285,"Masjid yang besar dan megah...",Positif,94.39%
8286,"Tempat terindah ku bersama dia <3",Positif,58.76%
8287,"Bagus",Positif,99.93%
8288,"Suka sama arsitekturnya tp sayangnya panas banget",Netral,97.81%
8289,"Bagus religius bersih serta menyenangkan",Positif,99.95%
8290,"Sangat istimewa,pdhal bngun dulu,tpi sampai sekarang masih kokoh",Positif,98.93%
8291,"Bagus, megah tapi kurang bersih dan tampak tidak terawat",Negatif,99.97%
8292,"Mungkin perlu adanya perawatan yang lebih baik",Netral,87.19%
8293,"Bersih n luas,cm kurang asri",Negatif,93.20%
8294,"Saya tidak sering kesini tapi tempatnya sangat luas dan bagus",Positif,96.92%
8295,"Tempat ibadah umat Islam yang sangat bagus",Positif,99.98%
8296,"Indah, sejuk dan nyaman.",Positif,99.33%
8297,"Luas dan indah exterior n interiornya",Positif,99.84%
8298,"Indah, megah...",Positif,99.95%
8299,"Adem banget",Positif,58.05%
8300,"Subhannallah!!!! Msjid semarang sangat lah bagus!!!!",Positif,99.97%
8301,"Bagus buat liburan bersama keluarga",Positif,99.98%
8302,"Adem enak luas tp airnya dikit",Netral,99.51%
8303,"Bagus masjidnya..parkir luas",Positif,99.98%
8304,"selain tempat ibadah tempat ini juga di jadikan sebagai tempat wisata",Positif,78.49%
8305,"cukup terkenang si, pulang ziaroh kesini 😊",Netral,99.90%
8306,"Orangnya ramah2. Lingkungannya bersih.",Positif,99.91%
8307,"tempat singgah kalau sedang ke Semarang atau ke daerah yg melewati Semarang",Netral,99.98%
8308,"Nyaman sekali untuk tempat ibadah",Positif,99.92%
8309,"Allah maha besar tempat nya luar biasa",Positif,99.90%
8310,"Megah, tapi halaman depan terasa sangat panas lantainya",Negatif,99.95%
8311,"Sangat senang bisa datang ke masjid agung",Positif,99.99%
8312,"Kebersihannya kurang terjaga terutama di pelatarannya",Negatif,99.92%
8313,"Bagus, besar dan megah",Positif,99.32%
8314,"Luas, sejuk, nyaman untuk beribadah dan berfoto.",Positif,99.61%
8315,"Sayang sekali banyak sampah ngga dibersihkan",Negatif,99.98%
8316,"Wisata religi yang jangan dilewatkan kalau ke semarang",Netral,99.80%
8317,"Bagus banget masjidnya luas juga",Positif,99.98%
8318,"Masjid bersejarah dengan gaya arsitektur modern yang nyaman.",Netral,52.30%
8319,"Wisata ke Semarang belum lengkap kalo belum mampir MAJT.",Netral,99.96%
8320,"Nyaman bersih dan luas",Positif,99.12%
8321,"Masya allah bagus nya,,berasa di mekkah",Positif,99.95%
8322,"Luas..",Netral,99.60%
8323,"Masjid Agung, masjidnya orang Jawa Tengah",Netral,99.89%
8324,"Luar Biasa",Positif,99.96%
8325,"Bagus",Positif,99.93%
8326,"Tempat bersih",Positif,99.50%
8327,"Indah,dan nyaman,area parkir luas,kebersihan terjaga",Positif,99.93%
8328,"Pokoknya yg gak mampir pasti nyeselll bangat deh.....",Negatif,99.91%
8329,"Bagus",Positif,99.93%
8330,"bagus hanya saja macet saat menjelang maghrib",Netral,98.10%
8331,"Nyaman untuk beribadah dan nyaman juga buat istirahat",Positif,98.31%
8332,"Panas saat siang hari, pagi hari atau sore hari lebih enak disini",Netral,99.96%
8333,"Bagus, nyaman sesuai tuk wisata religi",Positif,99.96%
8334,"Bagus.. Parkir luasssssss.. Josss",Positif,99.96%
8335,"jamaah sholat jumat",Netral,99.97%
8336,"Tempat ibadah yang nyaman",Positif,99.94%
8337,"Luas dan indah",Positif,97.92%
8338,"selalu menyenangkan jk berkunjung kesini ya. like it",Positif,99.98%
8339,"Indah.... Nyaman.... Bersih.... Selalu mampir jika ke Semarang.",Positif,98.78%
8340,"Megah , luas , Aman ,tenang untuk beribadat",Positif,99.81%
8341,"Indahnya masjid agung kebanggaan jawa tengah",Positif,99.90%
8342,"Tempat wisata religi yg bagus...",Positif,99.92%
8343,"Pas kesana lift menaranya lagi rusak",Negatif,99.94%
8344,"Kamar mandi dan beberapa titik berbau pesing",Negatif,99.44%
8345,"Masjid nya luas dan parkiran luas.",Positif,99.88%
8346,"Sejuk.",Netral,99.84%
8347,"Masjid agung jawa tengah",Netral,99.41%
8348,"❤❤❤",Netral,74.44%
8349,"Masya Alloh... Agungnya Rumah - MU Yaa Rabb",Positif,97.29%
8350,"Bagus",Positif,99.93%
8351,"Tempat bersih Toilet bersih Nyaman untuk ibadah",Positif,99.87%
8352,"istimewa",Positif,99.68%
8353,"Ajiiibbb bs di jadikan destinasi buat wisata religi",Positif,99.99%
8354,"Aq pernah kesana MASJID nya baguus bgt",Positif,99.98%
8355,"Tempat kenangan bersama zaujah...indahnya kala itu",Positif,64.65%
8356,"Nyaman",Positif,96.63%
8357,"Mesjid yg indah n bersih",Positif,99.91%
8358,"Visited on: Reservation recommended:",Netral,99.87%
8359,"Tempat ibadah juga tempat pengobatan ala nabi",Netral,99.94%
8360,"pernah hilang sandal disini kenangan yang tidak pernah terlupakan",Netral,94.07%
8361,"Keren bgt sih",Positif,99.97%
8362,"Tempat yg tenan untuk menenangkan hati...",Positif,99.98%
8363,"Menarik",Positif,98.21%
8364,"Sebuah Masjid yang sangat besar dan megah di Kota Semarang..",Netral,99.11%
8365,"Visited on: Wait time: …",Netral,99.94%
8366,"Bisa lihat replika Ka'bah..payung masjid",Netral,99.94%
8367,"Masjidnya luas dan nyaman",Positif,99.97%
8368,"Nyes adem Hawane surga",Netral,84.51%
8369,"Ibadah.itu wajib, bangga dengan masjid di kotaku Semarang Hebat",Positif,99.99%
8370,"Keren nuansa khidmat.",Positif,99.98%
8371,"Bagus itu masjid persis seperti temanne Ayaku",Positif,99.99%
8372,"Bagus Indah Lengkap fasilitas ibadahnya",Positif,99.96%
8373,"Wisata religi yang sangat menarik untuk dikunjungi",Positif,98.60%
8374,"Tempat ibadah yg bisa buat olahraga",Netral,99.92%
8375,"Lantai kamar mandi licin",Negatif,96.29%
8376,"Masjidnya Masyaa Allah indah sekali",Positif,99.98%
8377,"cocok buat menenangkan diri,,,,",Positif,99.78%
8378,"Sangat luas",Netral,98.01%
8379,"Agung",Netral,96.59%
8380,"Megah tp bangunannya terkesan tak terawat.",Negatif,99.99%
8381,"Subhanallah sungguh indah sekali seperti surga didunia",Positif,99.97%
8382,"Alhamdulillah..segala puji hanya milik Allah SWT.",Positif,99.98%
8383,"Masjidnya luas dan estetik",Positif,99.97%
8384,"masjid terbesar & termegah di jawa tengah.",Netral,99.91%
8385,"Semarang rasa Madinah ❤",Netral,99.97%
8386,"Pas kesini pas hari kamis jadi payungnya gak di buka.",Netral,84.79%
8387,"Mantap parkiran luas, mobil bisa keliling",Positif,99.98%
8388,"",Netral,0.00%
8389,"Megah dan menyejukkan",Positif,99.87%
8390,"Masjid agung Jawa Tengah. Banyak Kuliner di samping masjid.",Netral,99.98%
8391,"Alhamdulillah bisa berkunjung ke mesjid yang indah ini",Positif,99.97%
8392,"Payung nya mengingatkan banget akan Madinah 😘🙏🙏",Netral,87.91%
8393,"Bagus, masjidnya terawat, kebersihannya terjaga",Positif,99.98%
8394,"keren",Positif,99.98%
8395,"Tempat yang cocok untuk menenangkan hati dan pikiran",Positif,99.92%
8396,"Masjid Agung Jawa Tengah kota Semarang",Netral,99.86%
8397,"Nyaman buat ibadah & istirahat..",Positif,97.12%
8398,"Pemandangan yg indah bisa ditemui di atas menara",Positif,99.84%
8399,"Masjid agung jawa tengah megah sekali..",Positif,99.59%
8400,"Wait time: Reservation recommended:",Netral,88.10%
8401,"Visited on: Wait time: …",Netral,99.94%
8402,"Tempat berkumpulnya orang² Sholeh dan Sholihah...",Positif,99.93%
8403,"Megah👍",Netral,74.44%
8404,"Mengedukasi apalagi kalau mampir di museum nya",Positif,99.62%
8405,"Yang pasti akan menemui banyak lorong tangga",Negatif,57.79%
8406,"Masjid besar tapi kebersihan perlu ditingkatkan",Negatif,66.62%
8407,"Bagus masjidnya, ibadah juga nyaman disini",Positif,99.99%
8408,"Salah satu tempat yang wajib dikunjungi jika berlibur ke Semarang",Netral,62.72%
8409,"Alhamdulillah sejuk dan nyaman beribadah disini",Positif,99.62%
8410,"Sholat disini berasa seperti sholat di masjid Nabawi",Positif,99.86%
8411,"masjid terkeren yang sudah saya kunjungi",Netral,99.59%
8412,"Megah MasyaAllah",Negatif,91.90%
8413,"Masjidnya gede tapi kurang terawat",Negatif,99.96%
8414,"Luas buanget masjid agung jawa tengah",Netral,99.59%
8415,"Wisata rohani sambil refreshing bersama keluarga",Positif,99.74%
8416,"Wah masjid ikon semarang, yuk shokat skaligus main",Positif,98.97%
8417,"Luas, sejuk, tempat wudlunya banyak. Untuk refresh",Positif,81.92%
8418,"Jarak dari parkiran ke mesjid cukup jauh",Negatif,95.27%
8419,"Masjid terbesar di jawa tengah. Dulu sering kesana.",Netral,99.98%
8420,"Bagus, luas, lengkap, nyaman, bersih",Positif,99.83%
8421,"Luass, fasilitas baik",Positif,99.86%
8422,"Masjidnya sangat indah dan megah",Positif,99.98%
8423,"masjid agung jawa tengah",Netral,99.41%
8424,"Masjid angung kebangangaan warga jawa tengah",Positif,99.99%
8425,"Masjid yg representatif megah mudah dijangkau",Positif,99.95%
8426,"Bagus dan indah....",Positif,99.98%
8427,"Subhanallah...Maha Suci Allah",Positif,86.76%
8428,"Kompleks masjidnya luas bgt",Positif,99.95%
8429,"Baguss bersihh parkir luass fasilitas lengkap",Positif,99.95%
8430,"Subhanallah Masjid terbesar di Jawa Tengah, dengan fasilitas lengkap dan bersih",Positif,99.98%
8431,"Good architecture, tapi jamaahnya sedikit diwaktu shalat",Negatif,99.96%
8432,"Megah. Bagus. Bersih. Nyaman.",Positif,99.49%
8433,"Subhanalloh.....ademmmm",Positif,99.63%
8434,"Masjidnya sangat luas dan nyaman.",Positif,99.98%
8435,"Bisa melihat kota semarang dari Menara Lt.19",Netral,95.73%
8436,"Tempat sangat bagus.untuk wisata religi",Positif,99.98%
8437,"Tempat ibadah yg nyaman dipusat kota",Positif,99.87%
8438,"Apik",Positif,98.83%
8439,"Indah sekali. Semoga bisa berkunjung kembali",Positif,99.96%
